language	term	usage	original	wordsense	raw_freq

EN-US	doctrine	Vorzugsterm	doctrine	-1	-1
RU-RU	доктрина	Vorzugsterm	доктрина	0	184
RU-RU	учение	Negativterm	учение	0	2

EN-US	fervor	Vorzugsterm	fervor	-1	-1
RU-RU	пыл	Vorzugsterm	пыл	1	12
RU-RU	рвение	Negativterm	рвение	1	4

EN-US	extermination	Vorzugsterm	extermination	-1	-1
RU-RU	уничтожение	Vorzugsterm	уничтожение	0	7
RU-RU	истребление	Negativterm	истребление	0	7

EN-US	endemic	Vorzugsterm	endemic	-1	-1
RU-RU	эндемический	Vorzugsterm	эндемический	0	17
RU-RU	эндемичный	Negativterm	эндемичный	0	10

EN-US	dweller	Vorzugsterm	dweller	-1	-1
RU-RU	житель	Vorzugsterm	житель	0	8
RU-RU	обитатель	Negativterm	обитатель	0	2

EN-US	staple	Vorzugsterm	staple	-1	-1
RU-RU	основной	Vorzugsterm	основной	0	6
RU-RU	главный	Negativterm	главный	0	2

EN-US	\	Vorzugsterm	\	-1	-1
RU-RU	новый	Vorzugsterm	новый	1	5
RU-RU	последний	Negativterm	последний	1	3

EN-US	demise	Vorzugsterm	demise	-1	-1
RU-RU	кончина	Vorzugsterm	кончина	0	19
RU-RU	смерть	Negativterm	смерть	0	10

EN-US	operational	Vorzugsterm	operational	-1	-1
RU-RU	действовать	Vorzugsterm	действовать	0	4
RU-RU	функционировать	Negativterm	функционировать	0	2

EN-US	auto	Vorzugsterm	auto	-1	-1
RU-RU	автомобиль	Vorzugsterm	автомобиль	0	7
RU-RU	авто	Negativterm	авто	0	3

EN-US	transitory	Vorzugsterm	transitory	-1	-1
RU-RU	временный	Vorzugsterm	временный	0	6
RU-RU	преходящий	Negativterm	преходящий	0	2

EN-US	agenda	Vorzugsterm	agenda	-1	-1
RU-RU	программа	Vorzugsterm	программа	5	25
RU-RU	план	Negativterm	план	5	11

EN-US	cultivate	Vorzugsterm	cultivate	-1	-1
RU-RU	культивировать	Vorzugsterm	культивировать	0	26
RU-RU	выращивать	Negativterm	выращивать	0	8

EN-US	rediscover	Vorzugsterm	rediscover	-1	-1
RU-RU	вновь	Vorzugsterm	вновь	1	3
RU-RU	снова	Negativterm	снова	1	3
RU-RU	заново	Negativterm	заново	1	2

EN-US	ravage	Vorzugsterm	ravage	-1	-1
RU-RU	разрушать	Vorzugsterm	разрушать	0	5
RU-RU	громить	Negativterm	громить	0	1

EN-US	folly	Vorzugsterm	folly	-1	-1
RU-RU	глупость	Vorzugsterm	глупость	0	13
RU-RU	нелепость	Negativterm	нелепость	0	1

EN-US	verdict	Vorzugsterm	verdict	-1	-1
RU-RU	вердикт	Vorzugsterm	вердикт	0	26
RU-RU	приговор	Negativterm	приговор	0	22

EN-US	confront	Vorzugsterm	confront	-1	-1
RU-RU	противостояние	Vorzugsterm	противостояние	1	31
RU-RU	конфронтация	Negativterm	конфронтация	1	3

EN-US	elastic	Vorzugsterm	elastic	-1	-1
RU-RU	гибкий	Vorzugsterm	гибкий	0	5
RU-RU	эластичный	Negativterm	эластичный	0	5

EN-US	durable	Vorzugsterm	durable	-1	-1
RU-RU	длительный	Vorzugsterm	длительный	0	8
RU-RU	продолжительный	Negativterm	продолжительный	0	8

EN-US	watchword	Vorzugsterm	watchword	-1	-1
RU-RU	лозунг	Vorzugsterm	лозунг	1	5
RU-RU	девиз	Negativterm	девиз	1	1

EN-US	cooperative	Vorzugsterm	cooperative	-1	-1
RU-RU	совместный	Vorzugsterm	совместный	0	31
RU-RU	коллективный	Negativterm	коллективный	0	4

EN-US	aversion	Vorzugsterm	aversion	-1	-1
RU-RU	неприятие	Vorzugsterm	неприятие	0	8
RU-RU	отвращение	Negativterm	отвращение	0	3
RU-RU	антипатия	Negativterm	антипатия	0	1
RU-RU	неприязнь	Negativterm	неприязнь	0	1

EN-US	vain	Vorzugsterm	vain	-1	-1
RU-RU	тщетный	Vorzugsterm	тщетный	0	7
RU-RU	напрасный	Negativterm	напрасный	0	6
RU-RU	бесплодный	Negativterm	бесплодный	0	1

EN-US	denomination	Vorzugsterm	denomination	-1	-1
RU-RU	деноминация	Vorzugsterm	деноминация	3	5
RU-RU	конфессия	Negativterm	конфессия	3	1

EN-US	ridicule	Vorzugsterm	ridicule	-1	-1
RU-RU	высмеивать	Vorzugsterm	высмеивать	0	17
RU-RU	осмеивать	Negativterm	осмеивать	0	1

EN-US	stagnant	Vorzugsterm	stagnant	-1	-1
RU-RU	застой	Vorzugsterm	застой	0	14
RU-RU	стагнация	Negativterm	стагнация	0	6

EN-US	insistence	Vorzugsterm	insistence	-1	-1
RU-RU	настойчивость	Vorzugsterm	настойчивость	0	17
RU-RU	упорство	Negativterm	упорство	0	2

EN-US	showdown	Vorzugsterm	showdown	-1	-1
RU-RU	противостояние	Vorzugsterm	противостояние	1	8
RU-RU	конфронтация	Negativterm	конфронтация	1	2

EN-US	bold	Vorzugsterm	bold	-1	-1
RU-RU	смелый	Vorzugsterm	смелый	0	167
RU-RU	дерзкий	Negativterm	дерзкий	0	3
RU-RU	отважный	Negativterm	отважный	0	2
RU-RU	храбрый	Negativterm	храбрый	0	2

EN-US	goodwill	Vorzugsterm	goodwill	-1	-1
RU-RU	доброжелательность	Vorzugsterm	доброжелательность	0	4
RU-RU	благосклонность	Negativterm	благосклонность	0	3

EN-US	hegemony	Vorzugsterm	hegemony	-1	-1
RU-RU	гегемония	Vorzugsterm	гегемония	0	145
RU-RU	господство	Negativterm	господство	0	2

EN-US	dawn	Vorzugsterm	dawn	-1	-1
RU-RU	рассвет	Vorzugsterm	рассвет	0	13
RU-RU	восход	Negativterm	восход	0	1

EN-US	prematurely	Vorzugsterm	prematurely	-1	-1
RU-RU	преждевременно	Vorzugsterm	преждевременно	0	10
RU-RU	рано	Negativterm	рано	0	4

EN-US	rigorously	Vorzugsterm	rigorously	-1	-1
RU-RU	строго	Vorzugsterm	строго	1	4
RU-RU	неукоснительно	Negativterm	неукоснительно	1	3

EN-US	coherent	Vorzugsterm	coherent	-1	-1
RU-RU	последовательный	Vorzugsterm	последовательный	1	31
RU-RU	логичный	Negativterm	логичный	1	2

EN-US	tolerant	Vorzugsterm	tolerant	-1	-1
RU-RU	терпимый	Vorzugsterm	терпимый	0	14
RU-RU	толерантный	Negativterm	толерантный	0	9

EN-US	wrongly	Vorzugsterm	wrongly	-1	-1
RU-RU	ошибочно	Vorzugsterm	ошибочно	0	17
RU-RU	неправильно	Negativterm	неправильно	0	4

EN-US	stewardship	Vorzugsterm	stewardship	-1	-1
RU-RU	управление	Vorzugsterm	управление	1	6
RU-RU	руководство	Negativterm	руководство	1	1

EN-US	reportedly	Vorzugsterm	reportedly	-1	-1
RU-RU	сообщать	Vorzugsterm	сообщать	1	5
RU-RU	говорить	Negativterm	говорить	1	4

EN-US	stagnate	Vorzugsterm	stagnate	-1	-1
RU-RU	стагнация	Vorzugsterm	стагнация	0	9
RU-RU	застой	Negativterm	застой	0	7

EN-US	administer	Vorzugsterm	administer	-1	-1
RU-RU	управлять	Vorzugsterm	управлять	0	15
RU-RU	руководить	Negativterm	руководить	0	3

EN-US	madness	Vorzugsterm	madness	-1	-1
RU-RU	безумие	Vorzugsterm	безумие	0	15
RU-RU	сумасшествие	Negativterm	сумасшествие	0	4

EN-US	annihilation	Vorzugsterm	annihilation	-1	-1
RU-RU	уничтожение	Vorzugsterm	уничтожение	0	16
RU-RU	истребление	Negativterm	истребление	0	2

EN-US	excessively	Vorzugsterm	excessively	-1	-1
RU-RU	чрезмерно	Vorzugsterm	чрезмерно	0	45
RU-RU	слишком	Negativterm	слишком	0	9
RU-RU	чересчур	Negativterm	чересчур	0	7
RU-RU	излишне	Negativterm	излишне	0	6
RU-RU	избыточно	Negativterm	избыточно	0	3

EN-US	infantilizing	Vorzugsterm	infantilizing	-1	-1
RU-RU	инфантильность	Vorzugsterm	инфантильность	0	1
RU-RU	инфантилизм	Negativterm	инфантилизм	0	1

EN-US	principal	Vorzugsterm	principal	-1	-1
RU-RU	основной	Vorzugsterm	основной	0	54
RU-RU	главный	Negativterm	главный	0	47

EN-US	sorely	Vorzugsterm	sorely	-1	-1
RU-RU	крайне	Vorzugsterm	крайне	0	3
RU-RU	чрезвычайно	Negativterm	чрезвычайно	0	2
RU-RU	очень	Negativterm	очень	0	2

EN-US	fruitless	Vorzugsterm	fruitless	-1	-1
RU-RU	бесплодный	Vorzugsterm	бесплодный	0	4
RU-RU	безрезультатный	Negativterm	безрезультатный	0	3

EN-US	engender	Vorzugsterm	engender	-1	-1
RU-RU	порождать	Vorzugsterm	порождать	0	12
RU-RU	вызывать	Negativterm	вызывать	0	4

EN-US	mire	Vorzugsterm	mire	-1	-1
RU-RU	увязать	Vorzugsterm	увязать	1	8
RU-RU	завязать	Negativterm	завязать	1	2

EN-US	brink	Vorzugsterm	brink	-1	-1
RU-RU	грань	Vorzugsterm	грань	1	16
RU-RU	край	Negativterm	край	1	10

EN-US	desperately	Vorzugsterm	desperately	-1	-1
RU-RU	крайне	Vorzugsterm	крайне	0	9
RU-RU	чрезвычайно	Negativterm	чрезвычайно	0	1

EN-US	disparity	Vorzugsterm	disparity	-1	-1
RU-RU	различие	Vorzugsterm	различие	0	15
RU-RU	разница	Negativterm	разница	0	5

EN-US	groundwork	Vorzugsterm	groundwork	-1	-1
RU-RU	фундамент	Vorzugsterm	фундамент	1	5
RU-RU	основа	Negativterm	основа	1	4

EN-US	envoy	Vorzugsterm	envoy	-1	-1
RU-RU	посланник	Vorzugsterm	посланник	0	21
RU-RU	посланец	Negativterm	посланец	0	2

EN-US	crony	Vorzugsterm	crony	-1	-1
RU-RU	друг	Vorzugsterm	друг	3	15
RU-RU	соратник	Negativterm	соратник	3	4

EN-US	indigenous	Vorzugsterm	indigenous	-1	-1
RU-RU	местный	Vorzugsterm	местный	0	39
RU-RU	абориген	Negativterm	абориген	0	10

EN-US	funk	Vorzugsterm	funk	-1	-1
RU-RU	паника	Vorzugsterm	паника	0	7
RU-RU	страх	Negativterm	страх	0	1

EN-US	challenger	Vorzugsterm	challenger	-1	-1
RU-RU	соперник	Vorzugsterm	соперник	0	13
RU-RU	противник	Negativterm	противник	0	3

EN-US	prop	Vorzugsterm	prop	-1	-1
RU-RU	поддерживать	Vorzugsterm	поддерживать	0	33
RU-RU	подпирать	Negativterm	подпирать	0	2

EN-US	preponderance	Vorzugsterm	preponderance	-1	-1
RU-RU	превосходство	Vorzugsterm	превосходство	0	6
RU-RU	перевес	Negativterm	перевес	0	2

EN-US	albeit	Vorzugsterm	albeit	-1	-1
RU-RU	хотя	Vorzugsterm	хотя	0	23
RU-RU	хоть	Negativterm	хоть	0	1

EN-US	arguably	Vorzugsterm	arguably	-1	-1
RU-RU	возможно	Vorzugsterm	возможно	1	26
RU-RU	пожалуй	Negativterm	пожалуй	1	5
RU-RU	вероятно	Negativterm	вероятно	1	4

EN-US	gigantic	Vorzugsterm	gigantic	-1	-1
RU-RU	гигантский	Vorzugsterm	гигантский	0	24
RU-RU	огромный	Negativterm	огромный	0	2

EN-US	hoard	Vorzugsterm	hoard	-1	-1
RU-RU	накапливать	Vorzugsterm	накапливать	0	7
RU-RU	накоплять	Negativterm	накоплять	0	1
RU-RU	копить	Negativterm	копить	0	1

EN-US	grossly	Vorzugsterm	grossly	-1	-1
RU-RU	чрезвычайно	Vorzugsterm	чрезвычайно	0	6
RU-RU	крайне	Negativterm	крайне	0	5

EN-US	debunk	Vorzugsterm	debunk	-1	-1
RU-RU	развенчивать	Vorzugsterm	развенчивать	0	3
RU-RU	разоблачать	Negativterm	разоблачать	0	2

EN-US	abnormal	Vorzugsterm	abnormal	-1	-1
RU-RU	ненормальный	Vorzugsterm	ненормальный	1	9
RU-RU	аномальный	Negativterm	аномальный	1	2

EN-US	malady	Vorzugsterm	malady	-1	-1
RU-RU	болезнь	Vorzugsterm	болезнь	0	8
RU-RU	недуг	Negativterm	недуг	0	3

EN-US	unattainable	Vorzugsterm	unattainable	-1	-1
RU-RU	недостижимый	Vorzugsterm	недостижимый	2	6
RU-RU	недосягаемый	Negativterm	недосягаемый	2	2

EN-US	rigorous	Vorzugsterm	rigorous	-1	-1
RU-RU	строгий	Vorzugsterm	строгий	2	22
RU-RU	тщательный	Negativterm	тщательный	2	4
RU-RU	точный	Negativterm	точный	2	2

EN-US	wipe	Vorzugsterm	wipe	-1	-1
RU-RU	уничтожать	Vorzugsterm	уничтожать	0	18
RU-RU	ликвидировать	Negativterm	ликвидировать	0	3

STOPWORD	haven	Vorzugsterm	haven	-1	-1
RU-RU	убежище	Vorzugsterm	убежище	0	38
RU-RU	пристанище	Negativterm	пристанище	0	3
RU-RU	приют	Negativterm	приют	0	1

EN-US	arrogance	Vorzugsterm	arrogance	-1	-1
RU-RU	высокомерие	Vorzugsterm	высокомерие	0	30
RU-RU	надменность	Negativterm	надменность	0	3
RU-RU	заносчивость	Negativterm	заносчивость	0	1

EN-US	partition	Vorzugsterm	partition	-1	-1
RU-RU	раздел	Vorzugsterm	раздел	3	24
RU-RU	разделение	Negativterm	разделение	3	14

EN-US	immensely	Vorzugsterm	immensely	-1	-1
RU-RU	очень	Vorzugsterm	очень	0	10
RU-RU	чрезвычайно	Negativterm	чрезвычайно	0	9

EN-US	anew	Vorzugsterm	anew	-1	-1
RU-RU	заново	Vorzugsterm	заново	1	9
RU-RU	снова	Negativterm	снова	1	4
RU-RU	вновь	Negativterm	вновь	1	3

EN-US	abhorrence	Vorzugsterm	abhorrence	-1	-1
RU-RU	неприятие	Vorzugsterm	неприятие	0	2
RU-RU	отвращение	Negativterm	отвращение	0	2

EN-US	brag	Vorzugsterm	brag	-1	-1
RU-RU	хвастаться	Vorzugsterm	хвастаться	0	8
RU-RU	хвалиться	Negativterm	хвалиться	0	1

EN-US	vibrant	Vorzugsterm	vibrant	-1	-1
RU-RU	энергичный	Vorzugsterm	энергичный	0	18
RU-RU	активный	Negativterm	активный	0	8
RU-RU	деятельный	Negativterm	деятельный	0	1

EN-US	soak	Vorzugsterm	soak	-1	-1
RU-RU	поглощать	Vorzugsterm	поглощать	0	4
RU-RU	впитывать	Negativterm	впитывать	0	3

EN-US	TRUE	Vorzugsterm	TRUE	-1	-1
RU-RU	истинный	Vorzugsterm	истинный	0	3
RU-RU	верный	Negativterm	верный	0	2

EN-US	devotion	Vorzugsterm	devotion	-1	-1
RU-RU	преданность	Vorzugsterm	преданность	0	9
RU-RU	приверженность	Negativterm	приверженность	0	1

EN-US	inhibit	Vorzugsterm	inhibit	-1	-1
RU-RU	препятствовать	Vorzugsterm	препятствовать	0	14
RU-RU	мешать	Negativterm	мешать	0	2

EN-US	poisonous	Vorzugsterm	poisonous	-1	-1
RU-RU	ядовитый	Vorzugsterm	ядовитый	0	4
RU-RU	токсичный	Negativterm	токсичный	0	1

EN-US	deceit	Vorzugsterm	deceit	-1	-1
RU-RU	обман	Vorzugsterm	обман	2	9
RU-RU	фальшь	Negativterm	фальшь	2	1

EN-US	modicum	Vorzugsterm	modicum	-1	-1
RU-RU	хоть	Vorzugsterm	хоть	2	3
RU-RU	хотя	Negativterm	хотя	2	1

EN-US	shackle	Vorzugsterm	shackle	-1	-1
RU-RU	кандалы	Vorzugsterm	кандалы	0	8
RU-RU	оковы	Negativterm	оковы	0	6

EN-US	speedy	Vorzugsterm	speedy	-1	-1
RU-RU	быстрый	Vorzugsterm	быстрый	0	9
RU-RU	скорый	Negativterm	скорый	0	2

EN-US	ablaze	Vorzugsterm	ablaze	-1	-1
RU-RU	поджигать	Vorzugsterm	поджигать	0	3
RU-RU	зажигать	Negativterm	зажигать	0	1

EN-US	reciprocity	Vorzugsterm	reciprocity	-1	-1
RU-RU	взаимность	Vorzugsterm	взаимность	0	10
RU-RU	обоюдность	Negativterm	обоюдность	0	2

EN-US	deregulate	Vorzugsterm	deregulate	-1	-1
RU-RU	дерегулирование	Vorzugsterm	дерегулирование	0	7
RU-RU	дерегуляция	Negativterm	дерегуляция	0	1

EN-US	revile	Vorzugsterm	revile	-1	-1
RU-RU	ругать	Vorzugsterm	ругать	1	3
RU-RU	поносить	Negativterm	поносить	1	2

EN-US	consciously	Vorzugsterm	consciously	-1	-1
RU-RU	сознательно	Vorzugsterm	сознательно	0	7
RU-RU	осознанно	Negativterm	осознанно	0	2

EN-US	evidently	Vorzugsterm	evidently	-1	-1
RU-RU	очевидно	Vorzugsterm	очевидно	2	29
RU-RU	видимо	Negativterm	видимо	2	2

EN-US	unreachable	Vorzugsterm	unreachable	-1	-1
RU-RU	недостижимый	Vorzugsterm	недостижимый	0	2
RU-RU	недоступный	Negativterm	недоступный	0	1

EN-US	yearn	Vorzugsterm	yearn	-1	-1
RU-RU	жаждать	Vorzugsterm	жаждать	0	10
RU-RU	желать	Negativterm	желать	0	2

EN-US	mock	Vorzugsterm	mock	-1	-1
RU-RU	высмеивать	Vorzugsterm	высмеивать	0	8
RU-RU	осмеивать	Negativterm	осмеивать	0	2

EN-US	defect	Vorzugsterm	defect	-1	-1
RU-RU	дефект	Vorzugsterm	дефект	0	21
RU-RU	недостаток	Negativterm	недостаток	0	6

EN-US	hardship	Vorzugsterm	hardship	-1	-1
RU-RU	трудность	Vorzugsterm	трудность	0	30
RU-RU	невзгода	Negativterm	невзгода	0	2

EN-US	audacious	Vorzugsterm	audacious	-1	-1
RU-RU	дерзкий	Vorzugsterm	дерзкий	0	6
RU-RU	смелый	Negativterm	смелый	0	4

EN-US	fiasco	Vorzugsterm	fiasco	-1	-1
RU-RU	фиаско	Vorzugsterm	фиаско	0	19
RU-RU	провал	Negativterm	провал	0	2

EN-US	unease	Vorzugsterm	unease	-1	-1
RU-RU	беспокойство	Vorzugsterm	беспокойство	1	10
RU-RU	тревога	Negativterm	тревога	1	5

EN-US	whim	Vorzugsterm	whim	-1	-1
RU-RU	прихоть	Vorzugsterm	прихоть	0	10
RU-RU	каприз	Negativterm	каприз	0	10

EN-US	ignorant	Vorzugsterm	ignorant	-1	-1
RU-RU	невежественный	Vorzugsterm	невежественный	0	24
RU-RU	безграмотный	Negativterm	безграмотный	0	3
RU-RU	некомпетентный	Negativterm	некомпетентный	0	1

EN-US	paramount	Vorzugsterm	paramount	-1	-1
RU-RU	главный	Vorzugsterm	главный	0	10
RU-RU	верховный	Negativterm	верховный	0	4

EN-US	skillful	Vorzugsterm	skillful	-1	-1
RU-RU	умелый	Vorzugsterm	умелый	0	5
RU-RU	искусный	Negativterm	искусный	0	3

EN-US	divergence	Vorzugsterm	divergence	-1	-1
RU-RU	расхождение	Vorzugsterm	расхождение	0	39
RU-RU	отклонение	Negativterm	отклонение	0	1

EN-US	allegiance	Vorzugsterm	allegiance	-1	-1
RU-RU	преданность	Vorzugsterm	преданность	0	11
RU-RU	лояльность	Negativterm	лояльность	0	8
RU-RU	приверженность	Negativterm	приверженность	0	6

EN-US	acolyte	Vorzugsterm	acolyte	-1	-1
RU-RU	последователь	Vorzugsterm	последователь	0	4
RU-RU	приверженец	Negativterm	приверженец	0	2

EN-US	inclusion	Vorzugsterm	inclusion	-1	-1
RU-RU	интеграция	Vorzugsterm	интеграция	2	34
RU-RU	объединение	Negativterm	объединение	2	4

EN-US	grudgingly	Vorzugsterm	grudgingly	-1	-1
RU-RU	неохотно	Vorzugsterm	неохотно	0	7
RU-RU	нехотя	Negativterm	нехотя	0	2

EN-US	shallow	Vorzugsterm	shallow	-1	-1
RU-RU	мелкий	Vorzugsterm	мелкий	6	6
RU-RU	неглубокий	Negativterm	неглубокий	6	4

EN-US	swift	Vorzugsterm	swift	-1	-1
RU-RU	быстрый	Vorzugsterm	быстрый	0	27
RU-RU	стремительный	Negativterm	стремительный	0	3
RU-RU	скорый	Negativterm	скорый	0	1

EN-US	unwilling	Vorzugsterm	unwilling	-1	-1
RU-RU	желать	Vorzugsterm	желать	0	5
RU-RU	хотеть	Negativterm	хотеть	0	4

EN-US	invader	Vorzugsterm	invader	-1	-1
RU-RU	захватчик	Vorzugsterm	захватчик	0	5
RU-RU	оккупант	Negativterm	оккупант	0	3

EN-US	putsch	Vorzugsterm	putsch	-1	-1
RU-RU	путч	Vorzugsterm	путч	0	24
RU-RU	переворот	Negativterm	переворот	0	2

EN-US	imperil	Vorzugsterm	imperil	-1	-1
RU-RU	опасность	Vorzugsterm	опасность	0	4
RU-RU	угроза	Negativterm	угроза	0	1

EN-US	admittedly	Vorzugsterm	admittedly	-1	-1
RU-RU	правда	Vorzugsterm	правда	3	6
RU-RU	конечно	Negativterm	конечно	3	3
RU-RU	разумеется	Negativterm	разумеется	3	3
RU-RU	естественно	Negativterm	естественно	3	2

EN-US	apprehension	Vorzugsterm	apprehension	-1	-1
RU-RU	опасение	Vorzugsterm	опасение	0	7
RU-RU	тревога	Negativterm	тревога	0	1

EN-US	indifferent	Vorzugsterm	indifferent	-1	-1
RU-RU	равнодушный	Vorzugsterm	равнодушный	0	4
RU-RU	индифферентный	Negativterm	индифферентный	0	2

EN-US	preside	Vorzugsterm	preside	-1	-1
RU-RU	руководить	Vorzugsterm	руководить	0	16
RU-RU	возглавлять	Negativterm	возглавлять	0	7
RU-RU	управлять	Negativterm	управлять	0	6

EN-US	repugnance	Vorzugsterm	repugnance	-1	-1
RU-RU	антипатия	Vorzugsterm	антипатия	0	1
RU-RU	отвращение	Negativterm	отвращение	0	1

EN-US	intrusive	Vorzugsterm	intrusive	-1	-1
RU-RU	навязчивый	Vorzugsterm	навязчивый	0	12
RU-RU	назойливый	Negativterm	назойливый	0	5

EN-US	courageous	Vorzugsterm	courageous	-1	-1
RU-RU	смелый	Vorzugsterm	смелый	0	19
RU-RU	мужественный	Negativterm	мужественный	0	8
RU-RU	храбрый	Negativterm	храбрый	0	6
RU-RU	отважный	Negativterm	отважный	0	3

EN-US	paltry	Vorzugsterm	paltry	-1	-1
RU-RU	ничтожный	Vorzugsterm	ничтожный	2	8
RU-RU	жалкий	Negativterm	жалкий	2	1

EN-US	chill	Vorzugsterm	chill	-1	-1
RU-RU	пугать	Vorzugsterm	пугать	0	5
RU-RU	устрашать	Negativterm	устрашать	0	1

EN-US	chasm	Vorzugsterm	chasm	-1	-1
RU-RU	пропасть	Vorzugsterm	пропасть	0	7
RU-RU	бездна	Negativterm	бездна	0	1

EN-US	cajole	Vorzugsterm	cajole	-1	-1
RU-RU	уговаривать	Vorzugsterm	уговаривать	2	3
RU-RU	убеждать	Negativterm	убеждать	2	1

EN-US	precedence	Vorzugsterm	precedence	-1	-1
RU-RU	приоритет	Vorzugsterm	приоритет	2	3
RU-RU	преимущество	Negativterm	преимущество	2	1

EN-US	plebiscite	Vorzugsterm	plebiscite	-1	-1
RU-RU	плебисцит	Vorzugsterm	плебисцит	1	29
RU-RU	референдум	Negativterm	референдум	1	1

EN-US	zeal	Vorzugsterm	zeal	-1	-1
RU-RU	рвение	Vorzugsterm	рвение	0	18
RU-RU	пыл	Negativterm	пыл	0	3

EN-US	rationalize	Vorzugsterm	rationalize	-1	-1
RU-RU	рационализировать	Vorzugsterm	рационализировать	0	6
RU-RU	рационализовать	Negativterm	рационализовать	0	1

EN-US	catholicism	Vorzugsterm	catholicism	-1	-1
RU-RU	католицизм	Vorzugsterm	католицизм	0	14
RU-RU	католичество	Negativterm	католичество	0	2

EN-US	unanticipated	Vorzugsterm	unanticipated	-1	-1
RU-RU	непредвиденный	Vorzugsterm	непредвиденный	0	5
RU-RU	неожиданный	Negativterm	неожиданный	0	4

EN-US	predominance	Vorzugsterm	predominance	-1	-1
RU-RU	доминирование	Vorzugsterm	доминирование	0	4
RU-RU	господство	Negativterm	господство	0	1

EN-US	dearth	Vorzugsterm	dearth	-1	-1
RU-RU	недостаток	Vorzugsterm	недостаток	0	12
RU-RU	нехватка	Negativterm	нехватка	0	3

EN-US	domesticate	Vorzugsterm	domesticate	-1	-1
RU-RU	приручать	Vorzugsterm	приручать	0	2
RU-RU	одомашнивать	Negativterm	одомашнивать	0	1

EN-US	wrongheaded	Vorzugsterm	wrongheaded	-1	-1
RU-RU	ошибочный	Vorzugsterm	ошибочный	0	7
RU-RU	неправильный	Negativterm	неправильный	0	4

EN-US	dampen	Vorzugsterm	dampen	-1	-1
RU-RU	снижать	Vorzugsterm	снижать	1	5
RU-RU	уменьшать	Negativterm	уменьшать	1	2

EN-US	mill	Vorzugsterm	mill	-1	-1
RU-RU	завод	Vorzugsterm	завод	0	6
RU-RU	фабрика	Negativterm	фабрика	0	4

EN-US	congestion	Vorzugsterm	congestion	-1	-1
RU-RU	пробка	Vorzugsterm	пробка	2	7
RU-RU	затор	Negativterm	затор	2	2

EN-US	primitive	Vorzugsterm	primitive	-1	-1
RU-RU	примитивный	Vorzugsterm	примитивный	0	21
RU-RU	первобытный	Negativterm	первобытный	0	1

EN-US	underscore	Vorzugsterm	underscore	-1	-1
RU-RU	указывать	Vorzugsterm	указывать	1	6
RU-RU	показывать	Negativterm	показывать	1	5

EN-US	mode	Vorzugsterm	mode	-1	-1
RU-RU	способ	Vorzugsterm	способ	0	12
RU-RU	метод	Negativterm	метод	0	2

EN-US	uneasy	Vorzugsterm	uneasy	-1	-1
RU-RU	непростой	Vorzugsterm	непростой	0	4
RU-RU	сложный	Negativterm	сложный	0	3

EN-US	feud	Vorzugsterm	feud	-1	-1
RU-RU	распря	Vorzugsterm	распря	0	3
RU-RU	ссора	Negativterm	ссора	0	1

EN-US	courageously	Vorzugsterm	courageously	-1	-1
RU-RU	смело	Vorzugsterm	смело	0	5
RU-RU	мужественно	Negativterm	мужественно	0	4
RU-RU	отважно	Negativterm	отважно	0	1

EN-US	weaponry	Vorzugsterm	weaponry	-1	-1
RU-RU	вооружение	Vorzugsterm	вооружение	1	9
RU-RU	оружие	Negativterm	оружие	1	8

EN-US	whopping	Vorzugsterm	whopping	-1	-1
RU-RU	колоссальный	Vorzugsterm	колоссальный	0	9
RU-RU	огромный	Negativterm	огромный	0	5

EN-US	permeate	Vorzugsterm	permeate	-1	-1
RU-RU	пропитывать	Vorzugsterm	пропитывать	1	3
RU-RU	пронизывать	Negativterm	пронизывать	1	2

EN-US	judicial	Vorzugsterm	judicial	-1	-1
RU-RU	юридический	Vorzugsterm	юридический	0	11
RU-RU	правовой	Negativterm	правовой	0	5

EN-US	cronyism	Vorzugsterm	cronyism	-1	-1
RU-RU	кумовство	Vorzugsterm	кумовство	0	12
RU-RU	непотизм	Negativterm	непотизм	0	1

EN-US	profligacy	Vorzugsterm	profligacy	-1	-1
RU-RU	расточительство	Vorzugsterm	расточительство	0	18
RU-RU	расточительность	Negativterm	расточительность	0	5

EN-US	subtract	Vorzugsterm	subtract	-1	-1
RU-RU	вычитать	Vorzugsterm	вычитать	2	2
RU-RU	отнимать	Negativterm	отнимать	2	1

EN-US	inertial	Vorzugsterm	inertial	-1	-1
RU-RU	бездеятельный	Vorzugsterm	бездеятельный	0	1
RU-RU	инертный	Negativterm	инертный	0	1

EN-US	traitor	Vorzugsterm	traitor	-1	-1
RU-RU	предатель	Vorzugsterm	предатель	0	14
RU-RU	изменник	Negativterm	изменник	0	1

EN-US	reinstate	Vorzugsterm	reinstate	-1	-1
RU-RU	восстанавливать	Vorzugsterm	восстанавливать	0	9
RU-RU	возобновлять	Negativterm	возобновлять	0	1

EN-US	audacity	Vorzugsterm	audacity	-1	-1
RU-RU	смелость	Vorzugsterm	смелость	0	9
RU-RU	отвага	Negativterm	отвага	0	1

EN-US	skeptical	Vorzugsterm	skeptical	-1	-1
